//,prefix,name,class,checksw,sprite gr.,sprite sn.gr.,sprite c1,sprite c2,sprite,sprite des/sn,offset,size z,size xy,specterrain,minyear,maxyear,popul.,mail,probab,life,str. Name,c1a,c2a,c3a,rating,cost,flags,availability,zone,colour,c1,c2,c3,replace,building id,
TOWNBUILDING1(,BASETROP,ADOBE_CHIEF_HOUSE_2,CLASS_RESIDENTIAL,nearby_road_switch() && no_desert_switch(),spriteset_fortsold_gnd(4),spriteset_fortsold_gnd(4),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_fortsold(4),spriteset_fortsold(4),0,8,16,TILETYPE_DESERT,0,1955,15,2,3,20, STR_TOWN_BUILDING_NAME_ADOBE_CHIEF_HOUSE_1,5,3,2,140,100,,bitmask(CLIMATE_TROPICAL),bitmask(TOWNZONE_CENTRE | TOWNZONE_INNER_SUBURB | TOWNZONE_OUTER_SUBURB | TOWNZONE_OUTSKIRT),RECOLOUR_N, PASS,MAIL,FOOD,0x4F,131,)
TOWNBUILDING1(,BASETROP,BAZAAR1,CLASS_TROPIC_WAREHOUSE,norainforest_switch() && nearby_road_switch() && sametypenearby10_max_switch(),spriteset_horse_racetrack_gnd(4),spriteset_fortsold_desert_gnd(4),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_horse_racetrack(4),spriteset_fortsold_desert(4),0,8,16,TILETYPE_DESERT,0,1955,10,0,15,15,STR_TOWN_BUILDING_NAME_BAZAAR_1,4,3,2,120,80,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TROPICAL) ,bitmask(TOWNZONE_CENTRE | TOWNZONE_INNER_SUBURB | TOWNZONE_OUTER_SUBURB | TOWNZONE_OUTSKIRT),RECOLOUR_SCSW_BGOR, PASS,FOOD,GOOD,0x4F,132,)
HOUSELAYOUT1(,BASETROP,RACETRACK_1_S,CLASS_TROPIC,,spriteset_horse_racetrack_gnd(3),spriteset_horse_racetrack_gnd(3),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_horse_racetrack(3),spriteset_horse_racetrack(3),0,8,16,TILETYPE_DESERT,,,,,,,,,,,,,,,,,,,,,136,)
HOUSELAYOUT1(,BASETROP,RACETRACK_1_E,CLASS_TROPIC,,spriteset_horse_racetrack_gnd(1),spriteset_horse_racetrack_gnd(1),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_horse_racetrack(1),spriteset_horse_racetrack(1),0,8,16,TILETYPE_DESERT,,,,,,,,,,,,,,,,,,,,,135,)
HOUSELAYOUT1(,BASETROP,RACETRACK_1_W,CLASS_TROPIC,,spriteset_horse_racetrack_gnd(2),spriteset_horse_racetrack_gnd(2),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_horse_racetrack(2),spriteset_horse_racetrack(2),0,8,16,TILETYPE_DESERT,,,,,,,,,,,,,,,,,,,,,134,)
TOWNBUILDING2X2(,BASETROP,RACETRACK_1,CLASS_TROPIC,desert_only_switch,spriteset_horse_racetrack_gnd(0),spriteset_horse_racetrack_gnd(0),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_horse_racetrack(0),spriteset_horse_racetrack(0),0,8,16,TILETYPE_DESERT,0,MAX_YEAR,5,0,3,25, STR_TOWN_BUILDING_NAME_RACETRACK_1,5,2,1,230,180,HOUSE_FLAG_STADIUM,bitmask(CLIMATE_TROPICAL),bitmask(TOWNZONE_EDGE),RECOLOUR_BGOR, PASS,LVST,FOOD,0x14,133,)
TOWNBUILDING1(,BASETROP,TENTS_1,CLASS_SLUMS,desert_only_switch() && noresidentials_nearby_switch(),spriteset_tents_gnd(1),spriteset_tents_gnd(1),spriteset_tents_c1(1),spriteset_tents_c2(1),spriteset_tents(1),spriteset_tents(1),0,16,16,TILETYPE_DESERT,0,1955,5,0,15,0, STR_TOWN_BUILDING_NAME_TENTS_1,2,0,1,10,0,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TROPICAL) ,bitmask(TOWNZONE_EDGE),RECOLOUR_N, PASS,WATR,FOOD,0x67,137,)
TOWNBUILDING1(,BASETROP,TENTS_0,CLASS_SLUMS,desert_only_switch() && sameclassnearby2_switch(),spriteset_tents_gnd(0),spriteset_tents_gnd(0),spriteset_tents_c1(0),spriteset_tents_c2(0),spriteset_tents(0),spriteset_tents(0),0,8,16,TILETYPE_DESERT,0,1960,10,0,10,0, STR_TOWN_BUILDING_NAME_TENTS_1,3,1,1,15,0,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TROPICAL) ,bitmask(TOWNZONE_EDGE | TOWNZONE_OUTSKIRT),RECOLOUR_BGOR, PASS,WATR,FOOD,0x67,138,)
TOWNBUILDING1(,BASETROP,TENTS_2,CLASS_SLUMS,desert_only_switch() && sameclassnearby2_switch(),spriteset_tents_gnd(2),spriteset_tents_gnd(2),spriteset_tents_c1(2),spriteset_tents_c1(2),spriteset_tents(2),spriteset_tents(2),0,8,16,TILETYPE_DESERT,0,1955,10,0,8,0, STR_TOWN_BUILDING_NAME_TENTS_1,2,1,1,10,0,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TROPICAL) ,bitmask(TOWNZONE_EDGE | TOWNZONE_OUTSKIRT),RECOLOUR_N, PASS,WATR,FOOD,0x67,139,)
TOWNBUILDING1(,BASETROP,TENTS_3,CLASS_SLUMS,desert_only_switch() && sameclassnearby2_switch(),spriteset_tents_gnd(3),spriteset_tents_gnd(3),spriteset_tents_c1(3),spriteset_tents_c1(3),spriteset_tents(3),spriteset_tents(3),0,8,16,TILETYPE_DESERT,1940,MAX_YEAR,10,0,12,0, STR_TOWN_BUILDING_NAME_TENTS_1,3,1,1,15,10,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TROPICAL) ,bitmask(TOWNZONE_EDGE | TOWNZONE_OUTSKIRT),RECOLOUR_BGOR, PASS,WATR,FOOD,0x67,140,)
TOWNBUILDING1(,BASETROP,TENTS_4,CLASS_SLUMS,desert_only_switch() && sameclassnearby2_switch(),spriteset_tents_gnd(4),spriteset_tents_gnd(4),spriteset_tents_c1(4),spriteset_tents_c1(4),spriteset_tents(4),spriteset_tents(4),0,8,16,TILETYPE_DESERT,1950,MAX_YEAR,15,0,10,0, STR_TOWN_BUILDING_NAME_TENTS_1,3,1,2,20,20,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TROPICAL) ,bitmask(TOWNZONE_EDGE | TOWNZONE_OUTSKIRT),RECOLOUR_BGOR, PASS,WATR,FOOD,0x67,141,)
// TOWNBUILDING1(,BASETROP,TENTS_5,CLASS_SLUMS,noresidentials_nearby_switch,GROUNDSPRITE_NORMAL,GROUNDSPRITE_DESERT,GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,4665,4665,0,8,16,TILETYPE_DESERT,0,1955,5,0,5,0, STR_TOWN_BUILDING_NAME_TENTS_1,2,0,1,10,0,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TEMPERATE | CLIMATE_TROPICAL),bitmask(TOWNZONE_EDGE),RECOLOUR_N, PASS,WATR,FOOD,0x67,142,)
TOWNBUILDING1(,BASETROP,ADOBE_HUTS_DESERT_0,CLASS_TROPIC,desert_only_switch,spriteset_desert_houses1_gnd(0),spriteset_desert_houses1_gnd(0),spriteset_desert_houses1_c1(0),spriteset_desert_houses1_c1(0),spriteset_desert_houses1(0),spriteset_desert_houses1(0),0,8,16,TILETYPE_DESERT,0,1955,10,0,8,0, STR_TOWN_BUILDING_NAME_ADOBE_HUTS_1,2,1,1,20,15,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TROPICAL) ,bitmask(TOWNZONE_EDGE | TOWNZONE_OUTSKIRT),RECOLOUR_N, PASS,WATR,FOOD,0x51,143,)
TOWNBUILDING1(,BASETROP,ADOBE_HUTS_DESERT_1,CLASS_TROPIC,desert_only_switch,spriteset_desert_houses1_gnd(1),spriteset_desert_houses1_gnd(1),spriteset_desert_houses1_c1(1),spriteset_desert_houses1_c1(1),spriteset_desert_houses1(1),spriteset_desert_houses1(1),0,8,16,TILETYPE_DESERT,0,1960,10,0,8,0, STR_TOWN_BUILDING_NAME_ADOBE_HUTS_1,3,1,1,20,15,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TROPICAL) ,bitmask(TOWNZONE_EDGE | TOWNZONE_OUTSKIRT),RECOLOUR_N, PASS,WATR,FOOD,0x51,144,)
TOWNBUILDING1(,BASETROP,ADOBE_HUTS_DESERT_2,CLASS_TROPIC,desert_only_switch,spriteset_desert_houses1_gnd(2),spriteset_desert_houses1_gnd(2),spriteset_desert_houses1_c1(2),spriteset_desert_houses1_c1(2),spriteset_desert_houses1(2),spriteset_desert_houses1(2),0,8,16,TILETYPE_DESERT,0,1965,15,0,7,0, STR_TOWN_BUILDING_NAME_ADOBE_HUTS_1,3,1,2,25,20,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TROPICAL) ,bitmask(TOWNZONE_EDGE | TOWNZONE_OUTSKIRT | TOWNZONE_OUTER_SUBURB),RECOLOUR_N, PASS,WATR,FOOD,0x51,145,)
TOWNBUILDING1(,BASETROP,ADOBE_HOUSES_DESERT_3,CLASS_TROPIC,desert_only_switch,spriteset_desert_houses1_gnd(3),spriteset_desert_houses1_gnd(3),spriteset_desert_houses1_c1(3),spriteset_desert_houses1_c1(3),spriteset_desert_houses1(3),spriteset_desert_houses1(3),0,8,16,TILETYPE_DESERT,0,1975,20,0,3,5, STR_TOWN_BUILDING_NAME_HOUSES_2,3,1,2,30,25,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TROPICAL) ,bitmask(TOWNZONE_EDGE | TOWNZONE_OUTSKIRT | TOWNZONE_OUTER_SUBURB | TOWNZONE_INNER_SUBURB),RECOLOUR_N, PASS,GOOD,FOOD,0x51,146,)
TOWNBUILDING1(,BASETROP,CISTERN_1,CLASS_TROPIC,desert_only_switch() && sametypenearby10_max_switch(),spriteset_desert_houses1_gnd(4),spriteset_desert_houses1_gnd(4),spriteset_desert_houses1_c1(4),spriteset_desert_houses1_c1(4),spriteset_desert_houses1(4),spriteset_desert_houses1(4),0,8,16,TILETYPE_DESERT,0,1955,5,0,10,20, STR_TOWN_BUILDING_NAME_CISTERN_1,6,5,4,120,90,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TROPICAL) ,bitmask(TOWNZONE_OUTSKIRT | TOWNZONE_OUTER_SUBURB | TOWNZONE_INNER_SUBURB | TOWNZONE_CENTRE),RECOLOUR_N, PASS,WATR,LVST,0x51,147,)
TOWNBUILDING1(,BASETROP,ADOBE_HOUSES_1,CLASS_TROPIC,onlycity_switch() && sametypenearby3_max_switch(),spriteset_desert_houses3_gnd(3),spriteset_desert_houses3_gnd(3),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_desert_houses3(3),spriteset_desert_houses3(3),0,8,16,TILETYPE_DESERT,0,1955,15,5,10,0, STR_TOWN_BUILDING_NAME_ADOBE_HOUSES_1,3,1,1,40,50,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TROPICAL) ,bitmask(TOWNZONE_OUTSKIRT | TOWNZONE_OUTER_SUBURB | TOWNZONE_INNER_SUBURB),RECOLOUR_N, PASS,MAIL,FOOD,0x55,148,)
TOWNBUILDING1(,BASETROP,ADOBE_HOUSES_2,CLASS_TROPIC,check_samecount1_switch() || (onlycity_switch() && sametypenearby3_max_switch()),spriteset_desert_houses3_gnd(4),spriteset_desert_houses3_gnd(4),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_desert_houses3(4),spriteset_desert_houses3(4),0,8,16,TILETYPE_DESERT,0,1951,20,5,12,0, STR_TOWN_BUILDING_NAME_ADOBE_HOUSES_1,4,2,1,50,60,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TROPICAL) ,bitmask(TOWNZONE_OUTER_SUBURB | TOWNZONE_INNER_SUBURB | TOWNZONE_CENTRE),RECOLOUR_N, PASS,MAIL,FOOD,0x54   ,149,)
TOWNBUILDING1(,BASETROP,WATTLE_HUTS_2,CLASS_TROPIC,(rainforest_only_switch() && roadNW_switch()) || (onlycity_switch() && sametypenearby3_max_switch()),spriteset_wattle_houses1_gnd(3),spriteset_wattle_houses1_gnd(3),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_wattle_houses1(3),spriteset_wattle_houses1(3),0,8,16,TILETYPE_DESERT,0,1951,20,0,8,0, STR_TOWN_BUILDING_NAME_ADOBE_HOUSES_1,3,1,1,60,70,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TROPICAL) ,bitmask(TOWNZONE_OUTER_SUBURB | TOWNZONE_INNER_SUBURB | TOWNZONE_CENTRE),RECOLOUR_N, PASS,GOOD,FOOD,0x54   ,150,)
TOWNBUILDING1(,BASETROP,WATTLE_HUTS_3,CLASS_TROPIC,rainforest_only_switch,spriteset_wattle_houses1_gnd(4),spriteset_wattle_houses1_gnd(4),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_wattle_houses1(4),spriteset_wattle_houses1(4),0,8,16,TILETYPE_DESERT,0,1965,5,0,8,10, STR_TOWN_BUILDING_NAME_WATTLE_HUTS_1,2,1,1,50,40,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TROPICAL) ,bitmask(TOWNZONE_EDGE | TOWNZONE_OUTSKIRT | TOWNZONE_OUTER_SUBURB | TOWNZONE_INNER_SUBURB),RECOLOUR_N, PASS,GOOD,FOOD,0x54   ,151,)
TOWNBUILDING1(,BASETROP,DESERT_HOUSES_0,CLASS_TROPIC,desert_only_switch() && (onlytown_switch() || check_samecount1_switch()),spriteset_desert_town_houses1_gnd(0),spriteset_desert_town_houses1_gnd(0),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_desert_town_houses1(0),spriteset_desert_town_houses1(0),0,8,16,TILETYPE_DESERT,0,1951,10,0,8,0, STR_TOWN_BUILDING_NAME_ADOBE_HOUSES_1,2,0,1,30,20,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TROPICAL) ,bitmask(TOWNZONE_EDGE | TOWNZONE_OUTSKIRT | TOWNZONE_OUTER_SUBURB),RECOLOUR_N, PASS,MAIL,FOOD,0x55,152,)
TOWNBUILDING1(,BASETROP,DESERT_HOUSES_1,CLASS_TROPIC,desert_only_switch() && onlytown_switch() && roadSW_switch(),spriteset_desert_town_houses1_gnd(1),spriteset_desert_town_houses1_gnd(1),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_desert_town_houses1(1),spriteset_desert_town_houses1(1),0,8,16,TILETYPE_DESERT,0,1960,20,0,10,0, STR_TOWN_BUILDING_NAME_ADOBE_HOUSES_1,3,1,1,40,30,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TROPICAL) ,bitmask(TOWNZONE_EDGE | TOWNZONE_OUTSKIRT | TOWNZONE_OUTER_SUBURB | TOWNZONE_INNER_SUBURB),RECOLOUR_N, PASS,WATR,FOOD,0x55,153,)
TOWNBUILDING1(,BASETROP,DESERT_HOUSES_2,CLASS_TROPIC,desert_only_switch() && ((onlytown_switch() && roadSE_switch()) || check_samecount1_switch()),spriteset_desert_town_houses1_gnd(2),spriteset_desert_town_houses1_gnd(2),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_desert_town_houses1(2),spriteset_desert_town_houses1(2),0,16,16,TILETYPE_DESERT,0,1965,25,0,12,0, STR_TOWN_BUILDING_NAME_HOUSES_2,3,1,1,50,40,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TROPICAL) ,bitmask(TOWNZONE_OUTSKIRT | TOWNZONE_OUTER_SUBURB | TOWNZONE_INNER_SUBURB | TOWNZONE_CENTRE),RECOLOUR_N, PASS,GOOD,FOOD,0x55,154,)
TOWNBUILDING1(,BASETROP,DESERT_HOUSES_3,CLASS_TROPIC,desert_only_switch() && onlytown_switch(),spriteset_desert_town_houses1_gnd(3),spriteset_desert_town_houses1_gnd(3),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_desert_town_houses1(3),spriteset_desert_town_houses1(3),0,8,16,TILETYPE_DESERT,0,1951,15,0,8,0, STR_TOWN_BUILDING_NAME_ADOBE_HOUSES_1,3,1,1,30,25,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TROPICAL) ,bitmask(TOWNZONE_EDGE | TOWNZONE_OUTSKIRT | TOWNZONE_OUTER_SUBURB | TOWNZONE_INNER_SUBURB),RECOLOUR_N, PASS,WATR,FOOD,0x55,155,)
TOWNBUILDING1(,BASETROP,DESERT_HOUSES_4,CLASS_TROPIC,desert_only_switch() && (onlytown_switch() || check_samecount1_switch()),spriteset_desert_town_houses1_gnd(4),spriteset_desert_town_houses1_gnd(4),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_desert_town_houses1(4),spriteset_desert_town_houses1(4),0,16,16,TILETYPE_DESERT,0,1970,30,5,8,0, STR_TOWN_BUILDING_NAME_HOUSES_2,3,1,1,60,45,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TROPICAL) ,bitmask(TOWNZONE_OUTER_SUBURB | TOWNZONE_INNER_SUBURB | TOWNZONE_CENTRE),RECOLOUR_BBGM, PASS,MAIL,FOOD,0x55,156,)
TOWNBUILDING1(,BASETROP,DESERT_TOWN_HOUSES_0,CLASS_TROPIC,desert_only_switch() && (roadSW_switch() || roadSE_switch()) && (onlytown_switch() || check_samecount1_switch()),spriteset_desert_town_houses2_gnd(0),spriteset_desert_town_houses2_gnd(0),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_desert_town_houses2(0),spriteset_desert_town_houses2(0),0,8,16,TILETYPE_DESERT,0,1952,15,0,8,0, STR_TOWN_BUILDING_NAME_ADOBE_HOUSES_1,2,1,1,35,25,,bitmask(CLIMATE_TROPICAL) ,bitmask(TOWNZONE_EDGE | TOWNZONE_OUTSKIRT | TOWNZONE_OUTER_SUBURB | TOWNZONE_INNER_SUBURB),RECOLOUR_N, PASS,WATR,FOOD,0x55,157,)
TOWNBUILDING1(,BASETROP,DESERT_TOWN_HOUSES_1,CLASS_TROPIC,desert_only_switch() && onlytown_switch() && (roadSW_switch() || roadNW_switch()),spriteset_desert_town_houses2_gnd(1),spriteset_desert_town_houses2_gnd(1),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_desert_town_houses2(1),spriteset_desert_town_houses2(1),0,16,16,TILETYPE_DESERT,0,1965,25,5,10,0,STR_TOWN_BUILDING_NAME_SHOPS_AND_OFFICES_1,4,3,2,50,40,,bitmask(CLIMATE_TROPICAL) ,bitmask(TOWNZONE_OUTSKIRT | TOWNZONE_OUTER_SUBURB | TOWNZONE_INNER_SUBURB | TOWNZONE_CENTRE),RECOLOUR_N, PASS,MAIL,GOOD,0x1E,158,)
TOWNBUILDING1(,BASETROP,DESERT_TOWN_HOUSES_2,CLASS_TROPIC,desert_only_switch() && roadSE_switch() && (onlytown_switch() || check_samecount1_switch()),spriteset_desert_town_houses2_gnd(2),spriteset_desert_town_houses2_gnd(2),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_desert_town_houses2(2),spriteset_desert_town_houses2(2),0,16,16,TILETYPE_DESERT,0,2020,20,5,8,20, STR_TOWN_BUILDING_NAME_SACRED_SHRINE_1,4,2,1,70,50,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TROPICAL) ,bitmask(TOWNZONE_OUTER_SUBURB | TOWNZONE_INNER_SUBURB | TOWNZONE_CENTRE),RECOLOUR_N, PASS,MAIL,FOOD,0x53,159,)
TOWNBUILDING1(,BASETROP,DESERT_TOWN_HOUSES_3,CLASS_TROPIC,desert_only_switch() && (roadSE_switch() && roadSW_switch()) && (onlytown_switch() || check_samecount1_switch()),spriteset_desert_town_houses2_gnd(3),spriteset_desert_town_houses2_gnd(3),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_desert_town_houses2(3),spriteset_desert_town_houses2(3),0,16,16,TILETYPE_DESERT,0,1970,40,10,12,15,STR_TOWN_BUILDING_NAME_SHOPS_AND_OFFICES_1,5,2,2,60,50,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TROPICAL) ,bitmask(TOWNZONE_INNER_SUBURB | TOWNZONE_CENTRE),RECOLOUR_N, PASS,MAIL,GOOD,0x1E,160,)
TOWNBUILDING1(,BASETROP,DESERT_TOWN_HOUSES_4,CLASS_TROPIC,desert_only_switch() && roadSE_switch() && roadNE_switch() && onlytown_switch(),spriteset_desert_town_houses2_gnd(4),spriteset_desert_town_houses2_gnd(4),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_desert_town_houses2(4),spriteset_desert_town_houses2(4),0,16,16,TILETYPE_DESERT,0,1960,45,10,15,20,STR_TOWN_BUILDING_NAME_SHOPS_AND_OFFICES_1,5,3,2,70,60,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TROPICAL) ,bitmask(TOWNZONE_OUTER_SUBURB | TOWNZONE_INNER_SUBURB | TOWNZONE_CENTRE),RECOLOUR_N, PASS,MAIL,GOOD,0x1E,161,)
//misc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOWNBUILDING1(,BASETROP,MOSQUE_0,CLASS_TROPIC,desert_only_switch() && roadSE_switch(),spriteset_misc_gnd(0),spriteset_misc_gnd(0),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_misc(0),spriteset_misc(0),0,32,16,TILETYPE_DESERT,0,MAX_YEAR,10,10,8,20,STR_TOWN_BUILDING_NAME_MOSQUE_1,6,2,1,110,90,HOUSE_FLAG_CHURCH,bitmask(CLIMATE_TROPICAL) ,bitmask(TOWNZONE_OUTSKIRT | TOWNZONE_OUTER_SUBURB | TOWNZONE_INNER_SUBURB | TOWNZONE_CENTRE),RECOLOUR_N, PASS,MAIL,FOOD,0x53,162,)
TOWNBUILDING1(,BASETROP,TRADE_POST_1,CLASS_TROPIC,roadSW_switch() && sametypenearby10_max_switch() ,spriteset_misc_gnd(1),spriteset_misc_gnd(1),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_misc(1),spriteset_misc(1),0,16,16,TILETYPE_DESERT,0,1955,10,12,10,10,STR_TOWN_BUILDING_NAME_TRADE_POST_1,3,2,2,70,60,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TROPICAL) ,bitmask(TOWNZONE_OUTER_SUBURB | TOWNZONE_INNER_SUBURB | TOWNZONE_CENTRE),RECOLOUR_BBGM, PASS,MAIL,GOOD,0x1E,163,)
TOWNBUILDING1(,BASETROP,MERCHANT_HOUSE_1,CLASS_TROPIC,roadSW_switch() && roadSE_switch() && sametypenearby10_max_switch() ,spriteset_misc_gnd(2),spriteset_misc_gnd(2),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_misc(2),spriteset_misc(2),0,16,16,TILETYPE_DESERT,0,1951,15,12,12,15,STR_TOWN_BUILDING_NAME_MERCHANT_HOUSE_1,4,3,3,90,80,,bitmask(CLIMATE_TROPICAL) ,bitmask(TOWNZONE_INNER_SUBURB | TOWNZONE_CENTRE),RECOLOUR_BBGM, PASS,MAIL,FOOD,0x53,164,)
HOUSELAYOUT1(,BASETROP,HOTEL_3_E,CLASS_RESIDENTIAL ,,spriteset_misc_gnd(3),spriteset_misc_gnd(3),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_misc(3),spriteset_misc(3),0,16,16,TILETYPE_SNOW,,,,,,,,,,,,,,,,,,,,,166,)
TOWNBUILDING1X2(,BASETROP,HOTEL_3,CLASS_RESIDENTIAL ,desert_only_switch() && sametypenearby10_max_switch() && noslums_switch(),spriteset_misc_gnd(4),spriteset_misc_gnd(4),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_misc(4),spriteset_misc(4),0,16,16,TILETYPE_SNOW,1700,1965,90,0,15,10, STR_TOWN_BUILDING_NAME_HOTEL_1,5,1,4,150,160,,bitmask(CLIMATE_TROPICAL),bitmask(TOWNZONE_CENTRE | TOWNZONE_INNER_SUBURB | TOWNZONE_OUTER_SUBURB),RECOLOUR_N, PASS,FOOD,TOUR,0x07  ,165,)
//city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOWNBUILDING1(,BASETROP,DESERT_CITY_HOUSES_0,CLASS_TROPIC,(check_samecount1_switch() || (onlycity_switch() && desert_only_switch())) && roadSE_switch() && !roadNE_switch(),spriteset_yemeni_city_houses1_gnd(0),spriteset_yemeni_city_houses1_gnd(0),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_yemeni_city_houses1(0),spriteset_yemeni_city_houses1(0),0,16,16,TILETYPE_DESERT,0,1952,50,10,10,10,STR_TOWN_BUILDING_NAME_SHOPS_AND_OFFICES_3,4,2,2,80,70,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TROPICAL) ,bitmask(TOWNZONE_CENTRE | TOWNZONE_INNER_SUBURB | TOWNZONE_OUTER_SUBURB),RECOLOUR_N, PASS,MAIL,FOOD,0x56,167,)
TOWNBUILDING1(,BASETROP,DESERT_CITY_HOUSES_1,CLASS_TROPIC,onlycity_switch() && desert_only_switch() && no_slope_SE_switch() && roadSE_switch() && !roadSW_switch(),spriteset_yemeni_city_houses1_gnd(1),spriteset_yemeni_city_houses1_gnd(1),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_yemeni_city_houses1(1),spriteset_yemeni_city_houses1(1),0,24,16,TILETYPE_DESERT,0,1953,60,10,10,10,STR_TOWN_BUILDING_NAME_SHOPS_AND_OFFICES_3,4,2,2,90,80,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TROPICAL) ,bitmask(TOWNZONE_CENTRE | TOWNZONE_INNER_SUBURB | TOWNZONE_OUTER_SUBURB),RECOLOUR_N, PASS,MAIL,FOOD,0x56,168,)
TOWNBUILDING1(,BASETROP,DESERT_CITY_HOUSES_2,CLASS_TROPIC,(check_samecount1_switch() || (onlycity_switch() && desert_only_switch())) && roadSW_switch() && !roadNW_switch(),spriteset_yemeni_city_houses1_gnd(2),spriteset_yemeni_city_houses1_gnd(2),GROUNDSPRITE_CLEARED,GROUNDSPRITE_CLEARED,spriteset_yemeni_city_houses1(2),spriteset_yemeni_city_houses1(2),0,24,16,TILETYPE_DESERT,0,1952,60,12,10,10,STR_TOWN_BUILDING_NAME_SHOPS_AND_OFFICES_3,4,3,2,100,90,HOUSE_FLAG_NOT_SLOPED,bitmask(CLIMATE_TROPICAL) ,bitmask(TOWNZONE_CENTRE | TOWNZONE_INNER_SUBURB),RECOLOUR_N, PASS,MAIL,GOOD,0x56,169,)
